County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Genesee, NY,2017,4,0,1,42.9759,-77.9831,58537,43.2,54033,27499,7362,12.5766609,2.723064
Goodhue, MN,2017,4,1,1,44.5647,-92.5288,46138,42.9,62431,33477,4870,10.5552906,2.2541072
Gordon, GA,2017,4,2,2,34.5505,-84.9359,56424,37,43452,21208,10466,18.5488445,2.7133844
Grady, GA,2017,4,2,2,31.0255,-84.3244,25048,39.7,39462,20864,6284,25.0878314,3.5292239
Grafton, NH,2017,4,1,0,43.6507,-72.2412,89280,42.9,61036,35255,8993,10.0728047,2.1662186
Graham, AZ,2017,4,0,1,32.8787,-109.843,37700,33.1,48173,17874,7089,18.8037135,4.5676393
Grant, NM,2017,4,2,3,32.7714,-108.154,28382,45.9,40470,23898,6101,21.4960186,3.3225284
Greene, PA,2017,4,3,1,39.8803,-79.9263,37338,42,50972,25574,5012,13.4233221,2.3889871
Greenup, KY,2017,4,2,3,38.5499,-82.7273,36012,43.3,47517,25378,5846,16.2334777,3.6154615
Halifax, VA,2017,4,1,3,36.6329,-78.7705,35030,45.9,39233,21155,6423,18.3357122,2.1381673
Hardin, TX,2017,4,5,0,30.3557,-94.0761,55993,39.3,56131,29693,6669,11.9104174,1.9591735
Hempstead, AR,2017,4,1,0,33.6812,-93.5864,22154,38.9,38701,18817,5539,25.0022569,2.7308838
Hendry, FL,2017,4,0,5,26.7053,-81.0132,39064,33.7,37966,18426,9739,24.9308827,3.7067377
Henry, IL,2017,4,3,0,41.2283,-89.9217,49649,42.7,55755,28443,6109,12.3043767,2.473363
Henry, TN,2017,4,3,1,36.2994,-88.336,32263,45.3,40415,22952,6254,19.3844342,2.8050708
Henry, VA,2017,4,1,2,36.7067,-79.9493,51956,46.8,36779,21473,9843,18.9448764,3.8012934
Hickman, TN,2017,4,3,1,35.777,-87.4676,24502,40.9,39333,20936,4523,18.4597176,2.616113
Hillsdale, MI,2017,4,1,0,41.9273,-84.5726,45909,42,46160,23831,7510,16.3584482,2.7467381
Hopkins, KY,2017,4,0,1,37.1937,-87.365,45985,41.3,44048,23288,7688,16.7184952,2.6008481
Hunterdon, NJ,2017,4,0,1,40.6338,-74.9076,125717,45.9,110969,54200,5403,4.2977481,2.444379
Iron, UT,2017,4,0,2,37.7027,-113.073,48504,29.1,45422,19791,10001,20.618918,2.8533729
Jefferson Davis, MS,2017,4,3,1,31.5911,-89.8727,11639,43.6,26736,17035,3697,31.7638972,4.0295558
Jefferson, GA,2017,4,0,2,34.2491,-84.7833,15954,38.6,29640,17485,4162,26.0875016,3.3847311
Jefferson, OR,2017,4,0,2,44.6341,-121.13,22707,40.6,48464,22957,4559,20.0775091,4.8223015
Kendall, IL,2017,4,0,0,41.6557,-88.4376,122933,34.5,89860,33369,6889,5.6038655,2.6957774
Knox, OH,2017,4,2,1,40.4457,-82.2602,60945,38.9,51211,24523,7914,12.9854787,2.8648782
La Paz, AZ,2017,4,3,2,33.988,-114.398,20477,56,36479,21707,3971,19.3924891,3.3256825
La Plata, CO,2017,4,3,0,37.2808,-107.856,54469,39.7,62533,34501,5045,9.2621491,2.4472636
Lawrence, MS,2017,4,2,3,31.5554,-90.1658,12659,40.4,40432,21826,2498,19.7329963,3.8391658
Lea, NM,2017,4,0,2,32.9412,-103.362,69505,31.7,59285,24507,10794,15.529818,2.7163513
Lee, IA,2017,4,0,2,40.4117,-91.4021,34785,43.3,48266,24408,5504,15.8229122,3.7861147
Lewis, WA,2017,4,5,1,46.4453,-122.818,76012,42.8,46387,23853,11987,15.7698784,3.7770352
Logan, OK,2017,4,2,1,35.8632,-97.4255,45326,37.8,59133,28265,5775,12.7410316,2.3408198
Lowndes, AL,2017,4,2,2,32.1758,-86.6731,10362,40.7,29785,18976,3095,29.8687512,4.3041884
Lyon, KY,2017,4,1,1,37.0444,-88.0359,8268,49.2,50268,27098,967,11.6956942,1.2094823
Madison, FL,2017,4,0,6,30.5181,-83.4226,18518,42.4,31816,17192,5241,28.3021925,2.8512798
Marshall, IA,2017,4,1,0,41.9237,-93.1878,40476,38.5,52752,25693,4422,10.9249926,2.6311889
Martin, TX,2017,4,1,0,32.1344,-101.786,5547,31.7,71115,28560,382,6.8866054,0.9013881
Matagorda, TX,2017,4,1,2,28.9704,-96.1595,36744,37.2,44896,23294,7464,20.3135206,2.9746353
McCurtain, OK,2017,4,4,0,34.044,-94.7467,33026,39,34250,19040,7690,23.2846848,2.270938
Mississippi, MO,2017,4,2,2,36.9156,-89.3538,13916,39.4,32212,17918,3843,27.6156942,3.8085657
Nacogdoches, TX,2017,4,1,1,31.5845,-94.6401,65411,30.6,41482,22589,14894,22.7698705,4.0818823
Oglala Lakota, SD,2017,4,2,1,43.0645,-102.568,14291,25.2,27804,9334,7341,51.3679938,6.6125534
Otero, NM,2017,4,0,2,32.9157,-105.958,65130,35.6,43533,21876,13183,20.2410563,3.7309995
Ottawa, MI,2017,4,0,3,42.7694,-86.1208,280243,34.9,63962,29121,25806,9.208437,2.367945
Park, WY,2017,4,3,2,44.526,-109.065,29276,44.2,60828,32557,2000,6.8315344,1.7625359
Penobscot, ME,2017,4,1,0,44.7937,-68.7589,152284,41.8,47886,26347,23119,15.181503,3.3115757
Perquimans, NC,2017,4,0,6,36.17,-76.4666,13506,48.9,44039,25848,2527,18.7102029,3.5169554
Perry, KY,2017,4,0,0,37.2773,-83.228,27329,41.2,31820,19890,6918,25.3137693,4.8702843
Perry, OH,2017,4,1,1,39.804,-82.3023,35983,39.9,46477,21557,6838,19.0034183,3.4377345
Pitkin, CO,2017,4,1,0,39.1618,-106.822,17747,43.3,67755,65800,1250,7.043444,2.9018989
Portage, WI,2017,4,0,2,44.6171,-89.256,70371,36.6,54620,28363,8757,12.4440466,2.5692402
Pottawatomie, OK,2017,4,3,2,35.3379,-96.8951,71614,37.6,46159,22284,11581,16.171419,2.9575223
Pulaski, VA,2017,4,5,0,37.0396,-80.7803,34330,46.2,49691,26328,4623,13.466356,3.3148849
Putnam, NY,2017,4,1,0,41.4025,-73.7376,99464,43.8,99608,44063,4719,4.7444301,2.9417679
Radford, VA,2017,4,0,1,37.1385,-80.5581,17380,22.7,36082,19539,5377,30.9378596,3.4982739
Ramsey, ND,2017,4,0,1,48.1054,-98.8604,11574,42.4,55927,33884,1344,11.6122343,0.6825644
Robertson, TX,2017,4,1,2,30.9736,-96.6793,16727,41.4,52189,23337,2505,14.9757876,3.6049501
Rockwall, TX,2017,4,4,0,32.9651,-96.3427,90414,37.2,93269,38933,5222,5.7756542,2.55049
Rolette, ND,2017,4,3,0,48.8047,-99.8055,14657,30.6,36170,18075,4668,31.8482636,2.7836529
Rowan, KY,2017,4,4,1,38.1619,-83.2214,24392,30.7,36411,19032,5686,23.3109216,1.9391604
Sabine, LA,2017,4,3,0,31.5235,-93.5497,24145,41.3,40695,22980,4639,19.2130876,3.7357631
Saline, AR,2017,4,0,2,34.4985,-92.4198,116252,39,58985,28410,9210,7.9224443,2.169425
Saline, MO,2017,4,0,0,39.225,-93.0686,23010,37.9,41567,21729,3759,16.3363755,2.2164276
Sampson, NC,2017,4,0,2,34.7859,-78.3947,63664,40.2,37765,20872,15271,23.9868686,4.4075145
San Benito, CA,2017,4,1,0,36.8513,-121.402,58671,35.4,80760,30012,5670,9.6640589,4.5780709
Scott, MS,2017,4,2,2,32.4491,-89.4889,28399,36.5,33601,20520,7795,27.4481496,4.704391
Sharp, AR,2017,4,1,2,35.944,-91.5433,17041,47.3,31792,20078,3904,22.9094537,2.4822487
Shelby, OH,2017,4,0,0,40.395,-84.1769,48902,39.3,57673,28410,4286,8.7644677,2.809701
Shiawassee, MI,2017,4,3,1,42.998,-84.1394,68617,42,50967,25218,8857,12.90788,3.4393809
Southeast Fairbanks, AK,2017,4,0,0,63.3438,-143.098,6889,36.6,63866,31051,942,13.673973,6.0966759
Staunton, VA,2017,4,0,4,38.0571,-79.149,24273,42,46435,27571,3050,12.5654019,1.9857455
Stephens, GA,2017,4,3,1,34.6061,-83.3532,25625,42.3,39756,21657,4504,17.5765854,5.2253659
Sullivan, IN,2017,4,0,0,39.1076,-87.4818,20900,41.4,45031,22239,2934,14.0382775,2.4162679
Sumter, AL,2017,4,2,5,32.5632,-88.1382,13084,35.9,21663,14739,4398,33.6135738,5.136044
Sunflower, MS,2017,4,1,5,33.4478,-90.6296,26915,34.9,28556,14427,7460,27.7168865,6.6208434
Taney, MO,2017,4,2,0,36.6087,-93.2342,54308,41.9,39661,21381,8996,16.5647787,3.0327024
Tazewell, VA,2017,4,2,1,37.258,-81.2665,42689,44.3,40309,24325,6430,15.0624283,3.2373679
Terrell, GA,2017,4,1,1,31.7529,-84.3723,8978,40.7,32219,17562,3047,33.9385164,4.3439519
Titus, TX,2017,4,1,2,33.165,-95.0107,32664,34,46980,21090,6193,18.959711,2.8624786
Toombs, GA,2017,4,1,0,32.2032,-82.4138,27160,36.1,35750,21309,6532,24.0500736,4.4661267
Trinity, CA,2017,4,0,1,40.7395,-123.443,13037,51.4,36563,23575,2545,19.5213623,3.8889315
Tuscarawas, OH,2017,4,4,2,40.2723,-81.606,92531,40.9,49460,25054,12610,13.6278653,2.4229718
Union, LA,2017,4,2,2,32.9017,-92.2498,22537,41.7,38916,20742,4801,21.3027466,2.6356658
Wakulla, FL,2017,4,0,1,30.0979,-84.3192,31586,40.7,57866,22846,3540,11.207497,3.1881213
Warrick, IN,2017,4,1,1,38.0521,-87.2768,61581,40.5,66080,33528,4656,7.5607736,1.7862652
Washington, NC,2017,4,1,2,35.8638,-76.7299,12331,43.5,34557,21117,2924,23.7125943,4.2981105
Washington, VA,2017,4,2,1,36.7292,-82.0053,54457,45.5,44844,25640,7671,14.0863434,3.0225683
Waupaca, WI,2017,4,3,2,44.3842,-88.735,51651,44.9,54071,29423,5506,10.6600066,1.9825366
West Baton Rouge, LA,2017,4,1,2,30.3584,-91.2541,25518,35.6,60902,28140,4417,17.3093503,2.9116702
Whitman, WA,2017,4,0,2,46.7365,-117.185,47794,24.5,41574,22154,11240,23.5175964,4.3038875
Wilcox, AL,2017,4,4,0,31.9976,-87.3061,10919,40.5,27012,15774,3371,30.8727905,5.5133254
Wilson, NC,2017,4,2,1,35.7507,-77.9494,81379,40.4,42095,23383,16458,20.2238907,3.7896755
Winchester, VA,2017,4,0,1,39.1606,-78.1773,27516,37.6,49330,28429,3317,12.0548045,2.1805495
Wood, OH,2017,4,0,3,41.1565,-81.1223,129504,34.6,58033,30042,16409,12.6706511,3.0500988
Adair, MO,2017,3,1,1,40.1843,-92.572,25437,27.3,38750,21778,5943,23.3636042,2.5789205
Adams, NE,2017,3,1,0,40.6668,-98.4774,31564,37.9,51721,28085,3698,11.7158788,2.1828666
Amherst, VA,2017,3,1,1,37.4434,-79.0769,31819,43.9,49677,24296,4172,13.1116628,2.6807882
Atascosa, TX,2017,3,0,0,28.7194,-98.2942,48139,35.4,55194,23973,6961,14.460209,2.7399821
Avoyelles, LA,2017,3,3,3,31.1357,-92.0564,41095,38.1,36763,20199,8863,21.5671006,3.0125319
Barry, MO,2017,3,1,0,36.6707,-93.9399,35398,43.2,40638,20840,7141,20.1734561,3.5114978
Beauregard, LA,2017,3,1,2,30.8481,-93.2938,36598,37.5,47350,24551,6246,17.0665064,3.1039948
Bedford, VA,2017,3,0,0,37.2469,-79.6473,77319,45.9,59405,30633,6830,8.8335338,2.1624698
Belknap, NH,2017,3,0,0,43.5163,-71.4454,60383,46.7,65834,33849,5421,8.9776924,2.6315354
Benton, MN,2017,3,0,1,45.5949,-94.1725,39360,35.6,53574,27018,5445,13.8338415,2.2916667
Bertie, NC,2017,3,1,1,35.9153,-76.9081,19913,45,31287,18319,4102,20.5996083,5.3231557
Bingham, ID,2017,3,0,0,43.2836,-112.295,45369,33.3,51307,20720,5905,13.0154952,2.3474178
Blue Earth, MN,2017,3,0,1,44.1658,-93.9727,65767,30.6,53752,28283,11321,17.2138002,2.6517859
Bourbon, KY,2017,3,1,5,38.215,-84.2606,20017,42.1,47886,25994,3268,16.3261228,3.4770445
Bradford, PA,2017,3,1,0,41.6012,-76.4415,61546,44.4,50900,26937,7430,12.0722711,2.5688103
Buffalo, NE,2017,3,0,0,40.68,-99.0813,48834,32.9,55053,28553,6669,13.6564689,1.7856412
Butler, MO,2017,3,1,1,36.7672,-90.4245,42826,40.3,37878,20855,9025,21.0736469,4.0209219
Caddo, OK,2017,3,2,0,35.076,-98.2475,29437,37.1,41626,21071,5879,19.9714645,3.1219214
Calhoun, MS,2017,3,0,2,33.9886,-89.3593,14617,40.5,33370,17837,3836,26.2434152,3.2975303
Camp, TX,2017,3,1,2,32.9764,-94.9875,12670,36.8,41811,21069,2191,17.2928177,2.715075
Cass, MN,2017,3,1,0,47.3819,-94.6102,28810,48.7,50162,28004,4339,15.0607428,2.5928497
Cecil, MD,2017,3,0,3,39.7003,-76.0586,102416,40.3,70516,32542,9533,9.3081159,3.0473754
Champaign, OH,2017,3,1,2,40.1067,-83.7579,39005,42.1,54495,25528,4211,10.7960518,3.6405589
Cheshire, NH,2017,3,0,1,42.9172,-72.2575,76109,42.5,60148,32072,7297,9.5875652,2.4740832
Chester, TN,2017,3,2,1,35.4509,-88.6276,17097,36.2,43740,20497,2902,16.9737381,4.7142774
Clarke, MS,2017,3,1,2,32.0515,-88.7277,16089,41.8,37626,20564,2961,18.4038784,3.8100566
Clay, IA,2017,3,1,0,43.1447,-95.138,16387,42.2,48978,28514,1879,11.4664063,1.7635931
Columbia, OR,2017,3,0,1,45.8594,-122.842,50207,43.3,57449,28460,6102,12.1536837,3.4636604
Coosa, AL,2017,3,2,0,33.1039,-86.0206,10955,45.9,34792,20342,1513,13.8110452,4.5458695
Cortland, NY,2017,3,0,0,42.375,-75.9951,48334,36.2,52451,26271,6573,13.5991228,2.6068606
Cowley, KS,2017,3,2,1,37.2347,-96.9825,35732,38.2,46624,23130,5382,15.0621292,2.3704243
Crockett, TN,2017,3,1,1,35.8586,-89.1277,14554,40,39692,21056,2522,17.3285695,2.624708
Cumberland, TN,2017,3,2,2,35.9779,-85.0387,58178,50.5,40994,23668,9129,15.6914985,2.9478497
Custer, OK,2017,3,1,1,35.5098,-98.9735,29169,30.7,48520,24621,4366,14.9679454,1.7450033
Dawson, TX,2017,3,0,3,32.7278,-101.957,13095,33.1,43201,21360,2078,15.8686522,2.7109584
Decatur, GA,2017,3,1,0,30.936,-84.6125,27023,37.9,36934,19650,6233,23.0655368,2.5163749
DeKalb, IN,2017,3,0,0,41.4285,-84.9239,42524,39.1,51374,26057,5262,12.3741887,2.4127552
Delaware, OK,2017,3,3,0,36.5925,-94.7668,41878,46.5,38234,22175,7861,18.7711925,3.3955776
DeSoto, FL,2017,3,3,0,27.2235,-81.8592,35675,40.7,35435,17892,10086,28.2718991,2.2929222
Dickson, TN,2017,3,1,1,36.1724,-87.3479,51341,39.5,47398,25211,7344,14.3043571,2.167858
Douglas, MN,2017,3,0,1,45.8801,-95.3823,36891,44.3,58667,33336,3063,8.3028381,1.6399664
Duchesne, UT,2017,3,2,1,40.3593,-110.291,20259,30.3,63000,23323,2517,12.4241078,2.6408016
Eagle, CO,2017,3,0,1,39.6361,-106.524,53726,36.5,83803,40450,4128,7.6834307,1.7384507
East Feliciana, LA,2017,3,5,0,30.8178,-90.8719,19553,42.4,46964,21138,2928,14.9746842,2.3065514
Effingham, GA,2017,3,1,1,32.2842,-81.2367,57087,36.2,64279,26765,5405,9.468005,2.5014452
Estill, KY,2017,3,1,2,37.7035,-83.9979,14382,42.6,30692,17728,4329,30.1001252,4.9367265
Fannin, TX,2017,3,2,1,33.5767,-96.1706,33787,41.9,47875,23212,4580,13.5555095,2.163554
Franklin, FL,2017,3,0,3,29.7252,-84.9889,11675,44.3,41267,23524,2012,17.2334047,3.1520343
Franklin, KS,2017,3,0,0,38.6227,-95.1559,25599,40,53167,25701,3098,12.1020352,2.8243291
Franklin, TN,2017,3,1,1,35.0512,-86.2697,41397,41.5,46882,25637,5918,14.2957219,3.1330773
Fulton, OH,2017,3,1,2,41.5587,-84.1455,42296,40.2,57774,27922,4417,10.4430679,3.0901267
Garfield, CO,2017,3,1,1,39.5298,-107.781,57945,36.2,66503,31483,5449,9.4037449,2.9873156
Garland, AR,2017,3,1,1,34.6338,-93.1587,97994,44.7,41672,25690,18300,18.6746127,4.0277976
Garvin, OK,2017,3,1,2,34.6444,-97.1595,27751,39.2,42567,22433,4678,16.8570502,1.4125617
George, MS,2017,3,2,1,30.8634,-88.6651,23545,36.5,47640,20973,3385,14.3767254,3.0579741
Gibson, IN,2017,3,1,0,38.2776,-87.6854,33596,40.5,51149,27342,3497,10.4089773,1.7740207
Gilchrist, FL,2017,3,1,2,29.8561,-82.9262,17191,42.8,42934,21145,3124,18.1722995,3.0015706
Gladwin, MI,2017,3,1,1,43.8865,-84.4258,25324,49.5,40871,23491,5066,20.0047386,2.8194598
Grand, UT,2017,3,0,0,38.5727,-109.553,9544,39.8,46658,25662,1190,12.4685666,3.4995809
Grant, AR,2017,3,2,0,34.307,-92.3991,18076,39.9,49968,25814,2579,14.2675371,3.9665855
Grant, IN,2017,3,0,2,40.5435,-85.6744,67615,39.9,42046,21024,11878,17.5671079,3.5761296
Grant, WI,2017,3,1,0,43.0464,-89.3281,51742,35.6,50522,23753,7323,14.1529125,1.8688879
Green, WI,2017,3,0,0,42.6037,-89.78,36869,42.8,60609,30208,3232,8.7661721,1.437522
Greene, NC,2017,3,3,0,35.445,-77.5773,21059,40.4,36989,18662,4851,23.0352818,4.0030391
Grundy, IL,2017,3,0,0,41.3824,-88.4298,50333,37.5,71598,31914,4669,9.2762204,3.0377685
Grundy, TN,2017,3,2,1,35.2676,-85.7412,13359,43,31919,15824,3746,28.041021,4.3566135
Hale, AL,2017,3,4,0,32.9501,-87.6235,14995,39.8,34679,20269,3852,25.6885629,4.6482161
Hancock, IN,2017,3,0,3,39.8005,-85.7878,72776,40.2,70973,31428,5037,6.9212378,2.1655491
Hardin, TN,2017,3,0,6,35.2048,-88.1939,25813,45.3,39092,23328,5449,21.1095185,3.9592453
Harrison, KY,2017,3,1,0,38.4075,-84.3951,18630,41.8,44620,22497,2992,16.0601181,3.1347289
Henderson, TN,2017,3,1,0,35.6586,-88.4096,27889,41.2,42711,21344,5365,19.2369752,4.2274732
Henry, IA,2017,3,0,0,41.0798,-91.6016,19865,40.4,52275,26340,2255,11.3516235,2.7032469
Hertford, NC,2017,3,0,1,36.2659,-76.9665,24262,42.4,35806,18383,4999,20.6042371,4.2041052
